scenario_id,scenario_text,model_confidence,historical_error_rate,guardrail_flag_count,action_reversibility_weight,escalate_label,justification,category,signal_source,split
217,"New starter needs access to finance reports",0.78,0.20,0,0.5,1,"Moderate confidence; sensitive data access; needs approval",ACCOUNT_ACCESS,authored,train
218,"Slow file transfer on internal network shares",0.82,0.14,0,0.3,0,"High confidence; network share config; reversible",NETWORK,authored,train
219,"Production canary deployment rolled back 50%",0.45,0.52,0,0.8,1,"Moderate confidence; partial rollback; moderate risk",DEPLOYMENT,authored,train
220,"Company laptop stolen from employee car",0.30,0.65,1,0.9,1,"Low confidence; physical security; data exposure risk",SECURITY,authored,train
221,"Excel macro not running on shared drive",0.88,0.08,0,0.1,0,"High confidence; macro policy setting; trivial",SOFTWARE,authored,train
222,"CI runner out of disk space build failing",0.78,0.20,0,0.3,0,"Good confidence; CI infra cleanup; reversible",CI_CD,authored,train
223,"Invoicing system sending duplicate bills",0.48,0.50,0,0.8,1,"Moderate confidence; billing system bug; customer impact",BILLING,authored,val
224,"API documentation site returning 404",0.88,0.08,0,0.1,0,"High confidence; doc site config; trivial",SOFTWARE,authored,train
225,"Request to restore deleted Jira project",0.65,0.33,0,0.7,1,"Moderate confidence; data recovery; moderate risk",SOFTWARE,authored,train
226,"Nginx reverse proxy returning 502 bad gateway",0.45,0.54,0,0.8,1,"Low confidence; prod proxy issue; high error rate",INFRASTRUCTURE,authored,train
227,"Team wants to share one login for dashboard",0.35,0.58,0,0.7,1,"Low confidence; shared credential policy violation; security risk",SECURITY,authored,train
228,"macOS update breaking VPN client",0.80,0.18,0,0.2,0,"Good confidence; OS/VPN compat; known fix",NETWORK,authored,train
229,"Production WebSocket connections dropping",0.42,0.56,0,0.8,1,"Low confidence; prod connection issue; high error rate",INFRASTRUCTURE,authored,train
230,"Vendor invoice amount does not match PO",0.68,0.30,0,0.5,1,"Moderate confidence; procurement dispute; finance team needed",BILLING,authored,train
231,"Grafana alert firing for healthy service",0.72,0.25,0,0.3,0,"Good confidence; alert tuning; false positive",INFRASTRUCTURE,authored,train
232,"IT equipment request for new conference room",0.92,0.05,0,0.1,0,"Very high confidence; procurement; standard",HARDWARE,authored,train
233,"Prod DB read replica falling behind master",0.45,0.54,0,0.8,1,"Low confidence; replication lag; prod risk",INFRASTRUCTURE,authored,train
234,"CI pipeline running on every commit slowing team",0.80,0.16,0,0.3,0,"Good confidence; CI optimization; reversible",CI_CD,authored,val
235,"Feature branch deployment to wrong environment",0.40,0.56,0,0.8,1,"Low confidence; wrong env deploy; moderate risk",DEPLOYMENT,authored,train
236,"User reports login page redirecting to unknown site",0.22,0.70,2,0.9,1,"Possible phishing/redirect attack; low confidence; PII risk",SECURITY,authored,train
237,"Rate limiting false positive blocking mobile app",0.70,0.28,0,0.4,0,"Good confidence; rate limit tuning; reversible",NETWORK,authored,train
238,"Prod database vacuum running during peak hours",0.55,0.44,0,0.7,1,"Moderate confidence; prod DB scheduling; moderate risk",INFRASTRUCTURE,authored,train
239,"Employee requesting second monitor for WFH",0.95,0.03,0,0.1,0,"Very high confidence; equipment request; trivial",HARDWARE,authored,train
240,"Build succeeding but tests not running in CI",0.75,0.22,0,0.4,0,"Good confidence; CI config fix; reversible",CI_CD,authored,train
241,"Customer PII visible in error logs in prod",0.25,0.72,2,0.9,1,"PII in logs; critical; privacy violation",SECURITY,authored,test
242,"Request to extend intern VPN access 30 days",0.82,0.14,0,0.3,0,"High confidence; VPN extension; manageable",NETWORK,authored,train
243,"Prod deployment environment variables missing",0.38,0.60,0,0.9,1,"Low confidence; prod config missing; deploy failure risk",DEPLOYMENT,authored,train
244,"Helpdesk category mis-tagged needs reassignment",0.88,0.06,0,0.1,0,"High confidence; ticket routing; trivial",SOFTWARE,authored,train
245,"Memory usage 98% on analytics service prod",0.38,0.60,0,0.9,1,"Low confidence; prod memory issue; high error rate",INFRASTRUCTURE,authored,val
246,"Request to bypass code review for urgent hotfix",0.35,0.60,0,0.8,1,"Low confidence; policy bypass; risk to code quality",CI_CD,authored,train
247,"Recurring billing failing for 12 customers",0.42,0.55,0,0.8,1,"Low confidence; billing system failure; revenue impact",BILLING,authored,train
248,"New API endpoint returning CORS errors",0.78,0.20,0,0.4,0,"Good confidence; CORS config; reversible",SOFTWARE,authored,train
249,"Production health check endpoint timing out",0.40,0.58,0,0.9,1,"Low confidence; prod endpoint issue; monitoring failure",INFRASTRUCTURE,authored,val
250,"Staff member lost MFA device needs bypass",0.55,0.43,0,0.7,1,"Moderate confidence; MFA bypass request; security sensitive",SECURITY,authored,train
251,"Terraform plan showing 47 resources to destroy",0.22,0.75,0,1.0,1,"Very low confidence; large destructive IaC change; critical",INFRASTRUCTURE,authored,test
252,"Employee requesting admin rights for personal laptop",0.30,0.62,0,0.7,1,"Low confidence; excessive privilege; security risk",SECURITY,authored,train
253,"Log shipping to SIEM failing since last week",0.58,0.40,0,0.6,1,"Moderate confidence; security monitoring gap; needs fix",SECURITY,authored,train
254,"Request to whitelist all traffic from known client IP",0.62,0.36,0,0.6,1,"Moderate confidence; security control loosening; review needed",NETWORK,authored,train
255,"Developer requesting production DB write access",0.28,0.68,0,0.9,1,"Low confidence; excessive privilege request; critical security risk",SECURITY,authored,train
256,"New joiner needs temporary elevated access for project",0.60,0.38,0,0.6,1,"Moderate confidence; temp elevation; time-limited risk",ACCOUNT_ACCESS,authored,train
257,"Scheduled task silently failing since patching",0.62,0.36,0,0.5,1,"Moderate confidence; silent failure; moderate error rate",INFRASTRUCTURE,authored,train
258,"Request to clone prod DB to staging",0.38,0.60,0,0.8,1,"Low confidence; prod data in staging; data risk",INFRASTRUCTURE,authored,train
259,"Unused EC2 instances running in dev account",0.88,0.08,0,0.1,0,"High confidence; cost/cleanup; reversible",INFRASTRUCTURE,authored,train
260,"CI build ignoring test failures passing green",0.40,0.56,0,0.7,1,"Low confidence; CI misconfiguration; quality risk",CI_CD,authored,val
261,"Keyboard not detected after BIOS update",0.80,0.18,0,0.2,0,"Good confidence; BIOS/hardware issue; standard recovery",HARDWARE,authored,train
262,"Employee claims incorrect overtime pay",0.52,0.46,0,0.6,1,"Moderate confidence; payroll dispute; HR team needed",BILLING,authored,train
263,"Staging cert expired causing test failures",0.75,0.22,0,0.3,0,"Good confidence; non-prod cert renewal; safe",INFRASTRUCTURE,authored,train
264,"Request to send bulk email to all 5000 customers",0.35,0.60,0,0.8,1,"Low confidence; bulk communication; high blast radius",SOFTWARE,authored,train
265,"Error 403 on internal HR API since AD change",0.65,0.33,0,0.5,1,"Moderate confidence; auth broken after change; moderate risk",ACCOUNT_ACCESS,authored,train
266,"Office printer out of toner",0.97,0.02,0,0.1,0,"Very high confidence; consumable replacement; trivial",HARDWARE,authored,train
267,"CI flaky tests causing blocked deploys 3x this week",0.72,0.26,0,0.4,0,"Good confidence; flaky test fix; reversible",CI_CD,authored,train
268,"Request to add new payment method to subscription",0.82,0.14,0,0.3,0,"High confidence; self-service billing change; standard",BILLING,authored,train
269,"Prod environment variable exposed in build logs",0.25,0.72,1,0.9,1,"Credential in logs; critical; potential secret exposure",SECURITY,authored,train
270,"New contractor needs temporary network access",0.78,0.19,0,0.3,0,"Good confidence; time-limited access; manageable",NETWORK,authored,train
271,"SSL pinning causing mobile app 400 errors",0.65,0.33,0,0.5,1,"Moderate confidence; SSL config; moderate risk",NETWORK,authored,test
272,"Prod feature flag accidentally enabled for all users",0.38,0.58,0,0.8,1,"Low confidence; unintended rollout; prod impact",DEPLOYMENT,authored,train
273,"User unable to access HR portal after name change",0.82,0.14,0,0.2,0,"High confidence; identity mismatch; standard fix",ACCOUNT_ACCESS,authored,train
274,"Billing service failing to generate PDF invoices",0.68,0.30,0,0.5,1,"Moderate confidence; billing service bug; customer impact",BILLING,authored,train
275,"Request to open port 3389 RDP to internet",0.15,0.80,0,1.0,1,"Very low confidence; critical security exposure; RDP internet access",NETWORK,authored,train
276,"Jenkins agent offline build queue backing up",0.72,0.26,0,0.4,0,"Good confidence; CI agent restart; reversible",CI_CD,authored,train
277,"Prod API returning 401 after cert rotation",0.48,0.50,0,0.8,1,"Moderate confidence; auth broken after cert change; prod impact",INFRASTRUCTURE,authored,val
278,"Personal mobile phone sync to corporate email",0.75,0.22,0,0.3,0,"Good confidence; MDM enrollment; standard policy",HARDWARE,authored,train
279,"Log rotation not working filling disk overnight",0.58,0.40,0,0.6,1,"Moderate confidence; infra config; moderate risk",INFRASTRUCTURE,authored,train
280,"Duplicate charges appearing on monthly invoice",0.52,0.46,0,0.7,1,"Moderate confidence; billing duplication; customer impact",BILLING,authored,train
281,"Employee reports account accessing from unknown country",0.28,0.68,1,0.9,1,"Low confidence; possible account compromise; PII at risk",SECURITY,authored,train
282,"Staging pipeline not triggering on PR creation",0.78,0.20,0,0.3,0,"Good confidence; CI trigger config; reversible",CI_CD,authored,train
283,"VPN usage report for compliance audit request",0.88,0.08,0,0.1,0,"High confidence; read-only compliance report; trivial",SECURITY,authored,train
284,"On-call engineer paged for resolved alert",0.80,0.16,0,0.2,0,"Good confidence; alert noise; tuning needed",INFRASTRUCTURE,authored,train
285,"Payment gateway certificate about to expire",0.50,0.48,0,0.8,1,"Moderate confidence; payment infra; critical if missed",BILLING,authored,train
286,"User clicking malicious link reports browser redirect",0.32,0.65,1,0.8,1,"Low confidence; active threat; possible compromise",SECURITY,authored,train
287,"Request to increase API rate limits for partner",0.72,0.26,0,0.5,0,"Good confidence; rate limit config; reversible",NETWORK,authored,train
288,"Build pipeline using deprecated Docker base image",0.80,0.16,0,0.3,0,"Good confidence; image update; reversible",CI_CD,authored,train
289,"Customer unable to download purchased software",0.82,0.14,0,0.2,0,"High confidence; entitlement system; reversible fix",BILLING,authored,train
290,"Outage post-mortem report needs DB query access",0.78,0.18,0,0.3,0,"Good confidence; read-only; time-limited; manageable",INFRASTRUCTURE,authored,val
291,"Employee requesting data on all colleague salaries",0.20,0.72,1,0.8,1,"Low confidence; unauthorized PII access; privacy violation",SECURITY,authored,train
292,"Monitoring dashboards blank after upgrade",0.72,0.26,0,0.4,0,"Good confidence; monitoring config; reversible",INFRASTRUCTURE,authored,train
293,"Request for audit trail of deleted records",0.82,0.14,0,0.2,0,"High confidence; read-only audit; standard compliance",SECURITY,authored,train
294,"SSL cert error on internal tool affecting 3 teams",0.62,0.36,0,0.6,1,"Moderate confidence; internal cert; moderate risk",INFRASTRUCTURE,authored,train
295,"Request to archive S3 bucket older than 2 years",0.82,0.14,0,0.4,0,"High confidence; archival; reversible with restore",INFRASTRUCTURE,authored,train
296,"Employee self-service portal returning 500 error",0.72,0.26,0,0.4,0,"Good confidence; portal restart; reversible",SOFTWARE,authored,train
297,"Prod load balancer certificate mismatch error",0.38,0.60,0,0.9,1,"Low confidence; prod LB cert issue; high risk",INFRASTRUCTURE,authored,test
298,"Request to reset MFA for external vendor account",0.55,0.43,0,0.7,1,"Moderate confidence; third-party MFA reset; security sensitive",ACCOUNT_ACCESS,authored,train
299,"Build artefacts not being cleaned up in CI",0.82,0.14,0,0.2,0,"High confidence; CI cleanup; reversible",CI_CD,authored,val
300,"Automated invoice reconciliation job failing daily",0.48,0.50,0,0.7,1,"Moderate confidence; billing automation; financial impact",BILLING,authored,train
